user,text 
Bower16Terry,"@POTUS 🖕Joe Biden cheater, liar and thief"
a_cornpop,@POTUS Did you get your 10% yet?
BellaRisttaa,RT @SurenaXMarie: @POTUS This is actually a fantastic idea and one that several other countries adopt!
Demsruineveryth,@POTUS https://t.co/ehNjPKPjiz
poleax53,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
FrancisLucianna,@POTUS https://t.co/AAA4QxJOwy
hondosantana53,RT @whisperhunter39: @POTUS More lies. Elon musk is providing internet. You liars reduced the ebb programs &amp;50 per month to $30. Won't pay…
Allison39597504,@POTUS You obviously do not buy gas in Hawaii.
Thathypanth,@POTUS Child Protective Services. A number of these children are in bad/abusive situations. 💔
deegirl1,@POTUS Why such a deceptive post? Print the truth for god’s sake and be honest with the American people
AmericaRoaster,"@POTUS I see gas has jumped .30 cents/gallon since yesterday, to now $3.59 per gallon here in central Florida."
SoniRw,@POTUS Thanks💤
holly_edgell,@POTUS Only because American people returned to work after being on lockdown
StellaBlue1207,@POTUS Is that a thing now?
TimWals76525356,"@POTUS Come on man , your administration is the only reason cost of everything is up."
hondosantana53,RT @BoomerMays: @POTUS Let me guess your going to make up by over charging on laptops?
ZackZeeter,"@POTUS when it was high, you and your administration had no control over it....and now that it's lower, you're magi… https://t.co/QL3pkV1vwh"
deplora81086426,"@POTUS Let's build a pipe line and drill for oil oops orange man plan ,caint do that"
TommyWh08007165,"@POTUS So says the clown who has given no breathing room to average Americans, the last 2 yrs."
SkinsFan15,@POTUS Coulda just not fucked em up in the first place but sure.
NIGHTDRONE7,"RT @wraithfodder: @POTUS Upgrading a breaker box can cost thousands, if not more if you have an old house. But saving 30% @ mo? Anyway, the…"
Melinda68035945,@POTUS Love you
unholyenema,@POTUS https://t.co/ICQQOERSaR
hondosantana53,"RT @nicolelabonte: @POTUS They were probably busy figuring out how to pay to, ya know, put food on the table."
wopizza,@POTUS https://t.co/40v1Nonmkb
BellaRisttaa,RT @cherylduckworth: @POTUS I’ve had graduate students have to do this.  It’s such an important initiative! Thank you!
hondosantana53,RT @YogaPantsChik: @POTUS Affordable Internet was put in when @realDonaldTrump was in the White House.    All ISP’s comply based on income.…
Flick4Sharon,@POTUS Wow 13 whole million huh? Aren't you the generous one! It's our money
BellaRisttaa,"RT @tylertzero: @POTUS Good move. Too many inner city kids are having to utilize franchise locations to access wifi for their homework, etc…"
HerHalo3,@POTUS Which is still 2 bucks higher than when trump was in office
JamesBr24165851,@POTUS Oh bull crap. You've done nothing but use the issue to distract and divide. Shameless.
woohoo59,"@POTUS Proverbs 29:2  When the righteous are in authority, the people rejoice: but when the wicked beareth rule, th… https://t.co/XJ7LZwdUUI"
SusanMQuinn13,@POTUS Just paid 4.10 per gallon heating oil.  Thanks Joe.
RogerLook,"@POTUS Sorry Brandon, Al Gore said he was going to do that years ago. oh, he never got it done nor will you. Big talk does not walk."
ellerygale1,@POTUS @ShelliTweetz Thank you so much for all you are doing for us Americans to make our lives better President Biden!
AlabamaTigress,@POTUS Cancelling the pipeline and shutting American production raised costs. Putins war as you buy oil from putin.… https://t.co/FrjsHtRi4E
Demsruineveryth,@POTUS https://t.co/YA3g1Xvjiv
themolz_1,"@POTUS Why does your administration favor illegal immigrants, Ukraine over American citizens? immhttps://nypost.com… https://t.co/7wQgePwaqK"
dibber44,RT @petejonesintx: @POTUS But money laundering with 10% for the big guy clearly does right?  Mr 50k for rent 🙄 https://t.co/xWbllclmCN
FrancisLucianna,@POTUS You and your administration have destroyed our country!!!
johnkinser1,@POTUS You haven’t done shit to lower anything !  Did your mother have any children that lived?  That aren’t liars?  That aren’t crooks?
hondosantana53,RT @BoomerMays: @POTUS Instead of worrying about free wifi you need to get to work on the inflation you raised
thecbrzero,@POTUS https://t.co/55iqINYqPy
DanNagy2,@POTUS Try taking it to where it was January 5 2021 ....
FulbrightCarl,@POTUS All you can do is blame someone else. It's your fault. Learn to accept it. You did everything you could to d… https://t.co/sQfHCRxNFj
StormyHardin14,RT @edwardrussl: @POTUS https://t.co/2AeJPVftgn
ChandlerCloie,"RT @ForTexasHoujami: @POTUS Mr President, You lowered Child Tax Credit by $1600/kid for hardworking parents. You didn't use your Executive…"
OKokokokok4444,@POTUS Oh this is rich🙃🫤
mike131300171,@POTUS Only thing low is your rating
hondosantana53,RT @Pismo_B: @POTUS This 👇 is Biden's America! Absolutely Disgusting 😡😡😡 No CHILD have to see 👇 https://t.co/c1K8xrONyC
Kathy_Ann11053,@POTUS MAN! You are the biggest lying fool in the country!!!
kevinmnnis10,RT @BoomerMays: @POTUS Instead of worrying about free wifi you need to get to work on the inflation you raised
605Jim,@POTUS Except the communication companies take government free money and go put internet in nice easy areas. So I h… https://t.co/jSgQ6sylSE
GU46559403,@POTUS It's still about $3 down here in texas. Before you took over it was barely over $2.
Burke1Dong,@POTUS These meme accounts are funny.
ua_yoyo,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
ShaneShow47,@POTUS It’s this a parody account?
mcalli_l,@POTUS but it’s not OK to sell to the Chinese
NineStripeVet,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
hondosantana53,RT @BoomerMays: @POTUS You got caught again with more classified documents?????
lyingpieceshit,@POTUS Get them back where they were when trump left and then we’ll talk
DebGuy5922,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
hondosantana53,RT @Pismo_B: @POTUS They can afford your electric cars but not internet!
Argyle3O2,"@POTUS No, you’re not, you’re driving them back up!"
ELukosavich,"@POTUS Capitalism works, but not when the government keeps on interfering"
exotic_grundy,@POTUS Just stop talking joe. We’ve had enough.
HighlandHill1,@POTUS Deflecting.
jourdainjud,"RT @Pismo_B: @POTUS A new survey by the Conference Board found over 60% of CEOs anticipate a recession coming.  Most notably, JPMorgan CEO…"
paul50078669,"@POTUS Biden had NO rite having classified documents in your possession, some for many years!  Cooperation means no… https://t.co/UcLMfbk1hm"
melissa74466847,@POTUS Yes
NIGHTDRONE7,"RT @Doerrdie: @POTUS I’m an electrician, have been for 40 years and this is completely untrue and impossible!"
Gwydion_Wolf,"@POTUS Funny  thing about ""Oil Reserves"" ... they are generally intended for the Country who OWNS that reserve.  Ho… https://t.co/DOgQcPOD6v"
LDawson67,@POTUS You did this all on your own “big guy”. When are you going to stop freeloading off the taxpayers?
DanSterber,@POTUS How do you tweet something so incompetent?
keith_maia,@POTUS The strategic reserve should not be touched. Increased gas prices at the pump are not created by Putin. Who… https://t.co/JelTVYbxEl
AnaGrey37180395,@POTUS It’s not putins war. It’s yours. You kept saying oh russia is going to invade Russia is going to invade. And… https://t.co/UV110Su2SF
PeeodeGivemhell,@POTUS LGBFJB!!! Biden and family for TREASON!!!
JohnRob12824236,"@POTUS Actually, they want to secure the reserves for times of crisis."
DirkJohnson15,@POTUS https://t.co/fXh1YosAQh
rbrothers358,@POTUS Build a new one for 3 million
OKokokokok4444,@POTUS Oh this is rich🫤
jourdainjud,"RT @aubrey_huff: @POTUS Lower it down to Trump gas prices &amp; give each American a $10,000 dollar “I fucked up gas prices” check or shut the…"
NNbrush,@POTUS Electrical boxes do not draw any load thus this is bogus.
Colette06118736,"RT @katydad92: @POTUS Which Amendment do I find free WiFi listed under? Is it the same one as healthcare, living wages, and abortions?"
JimBurg74859718,@POTUS How many more stolen classified documents do you have?  How many have you destroyed?  How much secret intel… https://t.co/oLvDa9FcIk
holly_edgell,@POTUS No their not.. as a matter of fact they’re climbing again
Kikinroks1,@POTUS WTF Did you do??? https://t.co/hsyt720Qc3
mike40262566,@POTUS This is a joke right? Gas is up
drickettshqt,@POTUS BS
JERRYMACHODGE,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
MikeDeS1970,@POTUS Still around $3.50/gallon in central NY! You sold the farm to pad your pockets and to help your own. And we… https://t.co/HThCIK3Rq0
timleegriffith,@POTUS Who runs this? It's the same thing everyday. I'd love to have this job.
StrickenCancer,@POTUS Or you can get rid of homework...
MichaelDeyo7,@POTUS liar liar pants on fire.
nitneylion,"@POTUS What was it when you took office? When you get below that, you can start to pat yourself on the back."
JulioJVelez1,"@POTUS If we recall correctly, you started this mess by closing down the Ketstone Pipeline and firing 11,000 worker… https://t.co/LcHr0z7Vki"
jourdainjud,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
KenQuackenbush1,@POTUS Where not here ??
AngelKissed777,@POTUS They need to come down to what they were before you took office. Make everything go back to how it was before you broke it all.
Catfister5000,@POTUS What about our people on the streets?
StarCommand28,"@POTUS You shut off the pipeline, drained the wartime reserves, and NOW blame others for weakening energy security.  Really...  REALLY!!"
troy1625,@POTUS Better read your own bill 30% off up to $600  Here ya go Joe..tell the who story https://t.co/bSkq7fGs6U
mcalli_l,"@POTUS Hey Joe, are you still selling the oil to the Chinese? What’s that about?"
BensleySpencer,@POTUS https://t.co/983CfyLgQH
gopblondie,"@POTUS Weird, gas in my area has gone up $.26/gal in last month &amp; still $1.00+/gal higher than late 2020."
drickettshqt,@POTUS Not a truth teller
ratonc2,@POTUS Dial up internet is so 80’s
AIENF11,"@POTUS when la vi of truth me rapture la idea,ya what con la pandemia sería muy useful,creí what era disparate mio,… https://t.co/6ASfSnbWSh"
FDoumini,@POTUS Everything has tripled in price under your criminal &amp; traitorous administration. Everything they made up abo… https://t.co/iQDxTCMFrQ
dalegoo0000173,@POTUS Who is writing this Bull Shite? It's not Joe. Who is his handler? Barry Soetoro? Susan Rice? George Soros? Who?
Stevegarvin1967,@POTUS Where is my discount?
beandpp,@POTUS Bullshit!  My insurance (through a school district AKA government job) premium just went up $300 in October.
BobNall1,"@POTUS Sure, until you have to refill the reserve with $80 oil. Don’t try to BS us. Go back to your basement and re… https://t.co/4uvWpdzo8s"
KMO4417,@POTUS Our petroleum reserves were not meant for reducing cost for consumers. Your energy policies have done nothin… https://t.co/KtNgJkApcw
carawayruss1,@POTUS Where
BellaRisttaa,@POTUS Fantastic
TommyTom34,@POTUS You're a lying embarrassment to the country.  I loathe you.
melissa74466847,@POTUS I still can’t afford it and I make good money.
MarianJRoberts,@POTUS Seriously?
DebRuth57,@POTUS It's a no brainer. You open up the oil services in the US again and gas will go back down to usable stock.
Steveodotcom,@POTUS And you call yourself a Catholic? You sound more like a convict these days…
CSMRLB,@POTUS @JoeBiden @BidensWins @FLOTUS @DrBiden https://t.co/fJ68DwVATL
JimmySu22622710,"@POTUS Oh yeah, I thought you have cured cancer?"
DLoweAtl,@POTUS Haha. Gas doubles under your administration then you take credit for it coming down some.
PaulMPalz,@POTUS At the risk of our national safety.
DrRobElder,"@POTUS Yes it is. So why don’t you quit promoting fear, racism, hatred, and insurrection? You’re the worst presiden… https://t.co/tzr6gOjA2s"
themolz_1,@POTUS Meanwhile your administration is giving non-citizens/illegal immigrants this…. https://t.co/E5TVjhjPuF
BigSpotted,@POTUS Nothing you've given the American people is affordable
casey00221908,@POTUS What about getting hands off national reserves and allowing domestic production
CaliRED916,@POTUS You've sold off our oil reserves to get prices down. We will soon be buying up barrels of oil at top prices… https://t.co/0qSJAFlMEk
Sig29194936,"@POTUS Because you tried to use the reserve to correct your energy policy mistakes, our national security is in jeopardy. Stop spinning."
anorman0529,@POTUS You need to join Kamala on her yellow school bus. https://t.co/IrcaNCIQbP
RSJr,@POTUS The last thing parents in America are worried about is free wi-fi there Pres.
BeanoDorke,@POTUS Lol the predebunked his tweet
locotecato,@POTUS Yet they’re still $1:20 from January 2021. And my power bill went up 25% because of the high cost of natural… https://t.co/ZvgULwLqnn
ChuckD1212,RT @ButchSm00981346: @POTUS https://t.co/ldzVOu4HXu
AsFarAsYouKnow1,@POTUS Can you spare some $ to get SF some more shit shovels? It was looking exceptionally rough last month.
drickettshqt,@POTUS Liar
multi_investCA,@POTUS No parent should have to choose between unemployment or a vaccine
RichardCOAR1,@POTUS Your son had good internet access.
TomFarr89099714,@POTUS Joe Biden and the democrats are destroying our country. Democrats hate America and Americans.
JoeRiolo1963,@POTUS Only down 40 cents.. I think somebody is telling another big fat lie. https://t.co/Ly27nziTiS
BurnedWallets,@POTUS And homelessness?
Toni15396792,@POTUS More lies. No thank you.
Bearded_Bigot,"@POTUS So it's not your fault when they go up, but you're ready and willing to take credit when they drop? Sounds a bit fishy if you ask me."
WeigandVincent,@POTUS Yuk
ChuckD1212,RT @graceand_truth: @POTUS https://t.co/XNZXIzIjDA
firebir11,@POTUS Another box of documents found.. and it made its way through Chinatown on its original journey through Washi… https://t.co/P9k91z6HaR
marknobleworks,@POTUS Blah
NYCYCLONE,@POTUS Fire your math teacher!
prmorgan007,"@POTUS Ya right, you are pathetic, let America be energy independent"
advocate2019,RT @blue_eyes_0928: @POTUS God you are the worst President this Country has ever had.
MichaelDeyo7,@POTUS Your get yours in a prison cell. Maybe you will get a job in the kitchen.
HelenGW3,"@POTUS I ask ,” What part of the country are you referring to? I paid 3.79 per gallon. Is what you are saying a joke?"
DocG1024,@POTUS https://t.co/OxSgv1dACu
R0NMEXlCO,@POTUS I thought you didn't control the gas prices
87cr250r,@POTUS Double the price and then reduce by half. You are a grifter.
BellaRisttaa,"RT @DonMossOH: @POTUS Thanks for not being a troll and actually getting things done, Joe 👊"
rmac48,@POTUS Your price just went up $.88 in Denver this week Godbrandon !
ChuckD1212,RT @graceand_truth: @POTUS https://t.co/2OHs6V2NF8
Luds3362,@POTUS 🥱 once you go under $1.899 then you can brag.
mississippi_son,@POTUS How can a switch be more efficient? It's all in the resistivity and each switch has an amp load. I'm pretty sure this isn't possible.
NIGHTDRONE7,RT @emg326idaho: @POTUS You’re so damn out of touch with Americans 🤦‍♀️🥴 https://t.co/KatTYHiJz7
takecareofurchk,@POTUS Please don’t run in 2024
Cyrus28b,"@POTUS Yeah back up to 3.69 here, thought prices were dropping?🤔"
CKCC__Chris,@POTUS #GoFuckYourself
Drivern8tor,"@POTUS Republicans want you to stop selling our oil reserves to China. Oh, you can open up Keystone XL Pipeline so… https://t.co/BEWJewcmuS"
William62385321,@POTUS On the tax payers dime you bum.
erichoward717,@POTUS Can you get those eggs down Chief? My egg and cheese sandwich is up like 20 cents.
NIGHTDRONE7,RT @kyran_delroba: @POTUS Do it for the planet! 🤡🌎 https://t.co/C7HN8Zy1de
Todd51685015,@POTUS Strange how we are paying almost $200 per paycheck or $400 per month more starting this year.
alamandorious,@POTUS Still higher than 2020 by a significant amount.
EZIOFUJIWARA098,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
tooltime69_,@POTUS Have you cured cancer yet?
FitLakeMom,@POTUS Bullshit. I am in TN and ATT had no plans to run high speed - we still get DSL.
DanielW43916809,"@POTUS More manipulation from Charlatan Biden. Now, why not show the other half https://t.co/CHLLI2OqwX"
therealrodical,"@POTUS Really, who believes this garbage???"
ch33tahxz,@POTUS Merry Crackmas from Hunter
drickettshqt,@POTUS Lies
mecajunboy,@POTUS One more time.. You'll never MKe up for what we lost and what you created.  So quit tryingif you really want… https://t.co/Vl6OXIHAbI
MarianJRoberts,@POTUS 😂😂😂😂😂😂😂
PerspicaciousXY,"RT @aubrey_huff: @POTUS Lower it down to Trump gas prices &amp; give each American a $10,000 dollar “I fucked up gas prices” check or shut the…"
AmantedeFutbol1,@POTUS ?
2Deplorable2,RT @Brookltnwilliw: @POTUS https://t.co/eLqZboAIbO
MimiPlevinFoust,@POTUS @VP @WHCOS #firewray https://t.co/gFtbeoQJxh
ChuckD1212,RT @Pismo_B: @POTUS What a view. https://t.co/4X8UanVT7n
ToDaMoonSailor,"@POTUS Wait... What? ""To secure our energy supply"" ... You Mr. Fake President released reserves. You put our Nation… https://t.co/aBV5aLTbfv"
paul50078669,"@POTUS You had NO rite to have classified documents in your possession, some for many years.  Cooperation is not a… https://t.co/RtnXEDWPeE"
socialismpirate,@POTUS How much is affordable?
jagergiest,@POTUS WTF are you smoking? $3.79 is not lower enough!
soycrusher1896,@POTUS https://t.co/BHrvq01vTB
PSJSCPhT,"@POTUS America’s “best days” were 2016-2020, before you took the Oath of Office and LIED through your teeth to vote… https://t.co/fJVS2XwlJT"
ThomasGuitarPDX,@POTUS How can you ack like taking from our reserves a better idea than drilling? Why do you do everything ass back… https://t.co/OIpAvQOEP3
starvholmes,@POTUS No worries I got a tessie now
DianneDaly19,@POTUS Lay off of Hunters crack pipe
81_uranus,"@POTUS Could of Tweeted one truth. ""Guys, we're stupid, and f*cked"". Don't give hope, when you know there's no hope… https://t.co/5uL6AMYHqh"
brichard42567,@POTUS LMAO... sure
docma010190,@POTUS I call BS on this... again
randircory,@POTUS What jobs have been created? None. People are going back to jobs after the pandemic. where businesses were forced to close
Cereynolds3,@POTUS How about refilling the SPR before draining it again? Open the pipeline and quit demonizing oil companies.
castcast86,"@POTUS How is it that when prices are low, you all wanna take credit but when they’re high you all say it’s not the… https://t.co/xbpcfwU28L"
ElisaMarylou,@POTUS No buddy . Cut the 💩 . It's not PUTINS anything . It's all the ILLEGAL regime in my White House . You are a pathetic clown .
BjjTexan,@POTUS I thought you didn’t control the price of gas?
GeneMeeting,"@POTUS Not as low when you came into office. Every American knows this, why send out these types of tweets?"
1962peace,"@POTUS they dont do that- your lying again, what they do is buy fast food for their obese kids and contribute to th… https://t.co/T8fv2ralYo"
ArunThachi,"@POTUS let’s do cost cutting measures to the House and Congress, and have them experience the same what public go t… https://t.co/foNSKLCiyA"
Rebelro80856021,@POTUS To the Chinese
RSJr,RT @LPNational: @POTUS No parent should have to go into debt for a carton of eggs.   Abolish the Federal Reserve.
Ginarooski,@POTUS Explain!!!! https://t.co/SpVzL2vhZB
PANYGAFLgirl,@POTUS Winter blends are cheaper
stevetuchner,@POTUS I’m not so sure about yours
Popeye66667,@POTUS Why are you spending money on a state bridge when our bridges on interstates are in need of repair. Sucking up to liberals again.
KevinBa53418497,@POTUS Liar
FromMeToEwe,@POTUS So you can find still MORE ways to RAISE them !!!
JeffAbb53120980,@POTUS 🤡
EricLar33189711,"@POTUS I call bs , same old crap Obama pledged"
StrykerStryker5,"RT @ForTexasHoujami: @POTUS Mr President, You lowered Child Tax Credit by $1600/kid for hardworking parents. You didn't use your Executive…"
Grundy5979,@POTUS Lies
markkkk_2002,"@POTUS The president is such a Deceiver,  of course handlers are probably the ones who are tweeting for him I doubt… https://t.co/EvI7ZCsOX1"
DEOPPRESSOLIBE8,@POTUS @JoeBiden https://t.co/wsBfkxCytn
rmillerkiss,@POTUS Eggs at $7 a dozen and butter is $6 for four sticks. You are a joke.
BarryHz,@POTUS You caused the gas price hike with your horrible policies
KyroMurdock,RT @BillyM2k: @POTUS i broke a chair in my apartment can i have 400 million dollars
AirborneMedic87,"@POTUS Maybe you could have piped American crude into the reserves, if you didn't axe the pipeline, but, then again… https://t.co/KfcN4Gco5C"
InglimaMatt,@POTUS Maybe China will sell us some of the strategic oil reserves you sold them.  Take responsibility for your own actions.
BobHerrickIII,@POTUS You’re a TRAINWRECK
wizardofwinner,@POTUS Not in California
NIGHTDRONE7,@POTUS     @GAVIN     @WHO    @UNHumanRights    @ACLU    @BBCWorld   @cnni   @PDChina   @aljenglish https://t.co/enIEYF86SC
JuliNmrc,@POTUS What happens when our country goes broke? who will own us? or will POTUS just take all the money from the pp… https://t.co/J1Ut3Xnobb
MelMEsq,"@POTUS That's not what the strategic reserves are for, Joe. This is your war against America."
DroGetem,@POTUS Just leave so someone else can put it back to the way it was before you came in
FlyoverForce,"@POTUS Hey Joe, remember that YOU caused gas and diesel prices to skyrocket because of your stupid energy policies,… https://t.co/2pLl0TR0TK"
locator221,@POTUS https://t.co/Gwc9iztlu9
davilamaria621,"@POTUS Lets see the price of groceries go down. Along with the prices of prescription medication, and Medical healt… https://t.co/fktEEDrNNq"
WestKoastiN,@POTUS I thought you had no control over gas prices? Now you’re taking the credit for lowering them?
Gentle_animal_,"RT @Doerrdie: @POTUS I’m an electrician, have been for 40 years and this is completely untrue and impossible!"
CSMRLB,@POTUS @JoeBiden @BidensWins @FLOTUS @DrBiden https://t.co/k1qzSPy9Ko
JMoreno2861,@POTUS You're weird.
beesveet46,@POTUS Easier to go to the public library
a_zeroend,"@POTUS PROPAGANDA: misleading nature, used to promote or publicize a particular political cause or point of view."
Nannymous1964,@POTUS Damn straight and no child should have to wait until their relative goes to bed to have a shower either but here we are!
StuffJesus,@POTUS And I will build you a spaceship so you can get away for awhile!!!
JaneDoah2,"@POTUS That's funny, it's gone up about .65 in a day, what happened, stole all the states ya needed for the last el… https://t.co/h2A7m5FRoA"
HarryEugene13,@POTUS Please Joe quit uncovering every rock in the garden when you know you can’t plant shit. https://t.co/kdQayzaStl
n0lwf,@POTUS Better look again
cynthia95606126,@POTUS I'll believe it when I see it plus what they consider affordable may not be the same as what the average fam… https://t.co/8TLWUBL8pQ
Gentle_animal_,"RT @TommyPigott: @POTUS 20 million Americans can’t afford to keep the lights or heat on this winter.  Telling these families, and millions…"
SmokeSesh12,@POTUS Shut up and sit down old man. No one believes hypocrisy you spew. You’re done.
JamesDeem99,@POTUS Ha...in OK gas was $1.60 a gallon under Trump!   Thank you Biden! 👌
SaintSteve75,@POTUS Clown
caunkle,@POTUS FJB
2024_freedom,@POTUS How many more billions for Ukraine this week?
PANYGAFLgirl,@POTUS You know you repeat the same talking points adnauseam
FLSTN,@POTUS Really?  You mean in rural areas where only phone line DSL is currently available?  I don’t think so.
BarryHz,@POTUS Your administration caused the gas monstrosity.
sean53750952,@POTUS Lying as usual and you will always fail the American people
BigMB23,@POTUS The big guy continues with disinformation
golgibody2000,@POTUS Germany will never get over the shame of its cowardice on Ukraine https://t.co/l4bk5hy7wa
DerekOu812b4Ic,@POTUS So you can control and monitor the entire population and treat them like a Chinese Uyghur when you and your… https://t.co/WBKCJoApJ0
DarrenClift5,"@POTUS seriously ?   biden you are causing high fuel prices, please for the love god, resign from office and go home!"
Lak3Sh0wRaiders,@POTUS Almost $4 here in Colorado… AGAIN! https://t.co/EYIPefSeqj
LetsRoll1776,@POTUS The potus twitter twerp isn't very good at math...
nrgJeff,@POTUS The lies on this account would make Trump blush.
cwilliams1113wy,RT @Tango6Actual: @POTUS @KarenCotter14 You forgot the part where they get all of their payroll taxes back and the IRS is abolished.
JedArnett1,@POTUS 4 TIMES higher than when you took office.  Disaster.
DiamondCRanch5,@POTUS It’s down because of demand reduction do to the coming recession. Please stop “working” and go smell little… https://t.co/zhBKs2T4F3
ChuckD1212,"RT @jonesville: @POTUS Deflect, distract, repeat. https://t.co/21sKd8fUUO"
Lisbon247,@POTUS How’s the Wi-Fi at the house your son pays 50k a month to “rent”. Man laundry is expensive.
brandon_GME_AMC,@POTUS https://t.co/FcAxBTCcEE
Skip3427,"@POTUS Your administration didn't do a thing, it was Russia that brought the price down some..."
tucsonmike23,@POTUS Biden is a Traitor
taylornation46,"@POTUS I remember you saying that the president has no control over gas prices. Since prices are down, now the pres… https://t.co/Oz6QIbfAXT"
jamesblonde210,@POTUS Why not give Americans the same free cell phones you give the illegals that cross our borders?
MosesGl33784404,"@POTUS After job creation, what best days again? Trump also said""MAKE AMERICA GREAT"" whilst the country is already… https://t.co/PzyIEczact"
DrogoMonteAcuto,@POTUS Is Al Gore helping?  You know he invented the thing years ago?
hatejacktoo,@POTUS Gas prices are up 30 cents in last two weeks
yelover12,"RT @LilaGraceRose: @POTUS @JoeBiden Shameless. A grandfather and the leader of the Free World, a self professed Christian, mourning the fac…"
peel1965,@POTUS But you said you couldn’t control gas prices?
Vixen95Trish,"@POTUS And if they find other problems, you may end up re-wiring your entire house that could cost $10-$15k more!! https://t.co/hyareLvcrj"
nicolosi_frank,@POTUS Rising again.
OlsonBobobleo2,@POTUS First ya raise them by more than double then cut it by 20% then tell us to be happy. FJB
KingtutAllah,@POTUS He’s not for us
ClownShowFoSho,@POTUS Give us the money then to pay for it! Can barely afford everyday essentials if you hadn't heard the real news yet...
StacieS1972,@POTUS What the hell are you talking about?
Cindere98617852,@POTUS Dunce
trinitydawn22,"@POTUS It’s called a public library. If they can drive to a fast food restaurant, they can drive to the library. 🤦🏼‍♀️"
ArtChicken4,@POTUS https://t.co/keWYnspJJU
cyndikash,RT @PatriotFredk: @POTUS Your lack of support of law enforcement lack of support for rules of law  letting BLM and Antifa do as they like.…
BigMB23,@POTUS More disinformation from the Big guy
Christine_1981,@POTUS 🤡🤡🤡🤡🤡🤡
temtashun19,@POTUS Give us back our Oil you piece of crap
JeffStatz,"@POTUS Thank you Big Guy, sending my .16 a gallon your way!"
PhilipYouderian,@POTUS HATE CRIME UNIT OF DOJ NEEDS INCREASED FUNDING. Please take the time to address this publicly.
SandraE83647859,"@POTUS Our gas prices are two dollars higher that when Trump was president. You are killing my retirement, higher f… https://t.co/1QNMPGq7Z9"
BreezeandDrums,@POTUS Tweeter does not allow me to say the truth about this clown😸
HectorNonPC,@POTUS Yeah… you are LYING through your fake teeth.
mccloonahan,"@POTUS Not sure who Klain has writing these tweets, but this one is as stupid as they come."
GoodNightLiz,"@POTUS Brandon is being pimped by Ukraine,  China, and  the drug Cartels.   That makes America a whore. https://t.co/eLFegO5psL"
WhatTheHell6993,"@POTUS More oil from our reserves, huh? Your not going to stop til you just ruin this country, are you?"
parrishpaint,@POTUS You are an embarrassment
redviolet1458,@POTUS I thought the president had nothing to do with the gas prices. Am I missing something here? 😂
MarthaW55153129,@POTUS https://t.co/nf2WD3WFye
RoundaboutAl,@POTUS Not your job or your concern.
katydad92,"@POTUS Which Amendment do I find free WiFi listed under? Is it the same one as healthcare, living wages, and abortions?"
NoRskitNoBskit,@POTUS False
sayanovsky,@POTUS Where?
Cindere98617852,@POTUS You’re a nincompoop.
WestStarr,@POTUS Drill baby drill
DrewRossi7,"@POTUS You got gas prices lower for the mid-term elections by using our military’s oil reserves, then as soon as th… https://t.co/tZpl6tpzrw"
Mike45588067,@POTUS So the richest state in the union can't take care of it's bridges?
fiestyman,@POTUS What were they 01/21/21? Wake us up when you wake up!
njpatriot534,@POTUS First you have to get people to actually want to go to work
Iamcamren,@POTUS Not in my area
Michael31569079,@POTUS No one does that
advocate2019,"RT @jamespjudge: @POTUS Except, the Supreme Court of the United States decided that Roe v. Wade was wrong. In fact, SCOTUS determined previ…"
Kdhawkins1966,@POTUS It’s not $1.75. Stop telling us what you think you have done. Last I was told the president doesn’t control gas prices.
volumes96,@POTUS Yes
Lak3Sh0wRaiders,@POTUS It’s damn near $4 AGAIN here in Colorado. https://t.co/0fX0JP2iKN
MichaelVrooma10,@POTUS 🤢🤢🤢🤢🤢🤢 https://t.co/9KolL3Hel4
CherylSparkman1,@POTUS Take it back to Trump time…
Sciaritta,"@POTUS Yes you are right, but we like it better at $2.00 per gallon ,old fool."
EstherSwiger,@POTUS Who is your boss joe?
Booger11214098,@POTUS I freaking bag of potatoes is 7 dollars !!! You should really shut up!!! I wouldn’t brag about your achievements
kevinleversee,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
Cub10Z,@POTUS Liar
bmizer81,@POTUS https://t.co/BcllxuXmdG
WarRoomCEO,@POTUS Didn’t inflation go up the most under you just this past summer? Where was our breathing room then? Same wit… https://t.co/DqT3lJqmYg
Tunney1Jim,"@POTUS YOU CREATED THE INFLATION, NOW ITS BASICALLY UNSTOPPABLE BECAUSE OF YOUR SPENDING &amp; POLICY !! SAVE AMERICA,… https://t.co/sUWtMabzq8"
DwightBridges12,"@POTUS When you took office MR Biden this country was energy independent, had a full petroleum reserve. and gasolin… https://t.co/2En7uQDSx0"
JimSmit04374280,@POTUS I still pay for because of you Brandon.
plmillan,@POTUS I thought it was Musk doing that...
volumes96,@POTUS Relax
